pais,fecha,anio,nota_no,fuente,url_pagina,url_pdf
Ecuador,2022-11-02,2022,4-2-268/2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-268-2022.pdf
Ecuador,2022-11-07,2022,4-2-275/2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-275-2022.pdf
El Salvador,2022-11-18,2022,MPOEA- OEA-202/2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_202-2022.pdf
Perú,2022-12-14,2022,,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-246-2022.pdf
Perú,2022-12-14,2022,7-5-M/244,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-247-2022.pdf
Perú,2022-12-15,2022,7-5-M/249,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-249-2022.pdf
El Salvador,2022-12-20,2022,MPOEA- OEA-220/2022,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_220-2022.pdf
Perú,2023-01-17,2023,7-5-M/008,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-099-2023.pdf
El Salvador,2023-01-19,2023,MPOEA- OEA-005/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_005-2023.pdf
Perú,2023-01-26,2023,7-5-M/015,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-103-2023.pdf
Perú,2023-02-07,2023,7-5-M/027,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-105-2023.pdf
Perú,2023-02-08,2023,7-5-M/029,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-127-2023.pdf
Perú,2023-02-08,2023,7-5-M/028,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-122-2023.pdf
Perú,2023-02-10,2023,7-5-M/034,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-142-2023.pdf
Perú,2023-02-15,2023,7-5-M/037,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-140-2023.pdf
Perú,2023-02-15,2023,7-5-M/036,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-141-2023.pdf
Perú,2023-02-17,2023,7-5-M/041,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-144-2023.pdf
Perú,2023-02-21,2023,7-5-M/042,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-155-2023.pdf
Perú,2023-02-28,2023,7-5-M/049,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-162-2023.pdf
El Salvador,2023-03-01,2023,MPOEA- OEA-032/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_032-2023.pdf
Ecuador,2023-03-07,2023,4-2-068/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-068-2023.pdf
Perú,2023-03-15,2023,7-5-M/062 y nota No. 7-5-M/063,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-163-2023.pdf
Perú,2023-03-22,2023,7-5-M/071,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-177-2023.pdf
El Salvador,2023-03-31,2023,MPOEA - OEA-054/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_054-2023.pdf
Ecuador,2023-04-10,2023,4-2-095/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-199-2023.pdf
Perú,2023-04-11,2023,7-5-M/081,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-176-2023.pdf
Perú,2023-04-14,2023,7-5-M/092,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-180-2023.pdf
Perú,2023-04-19,2023,7-5-M/099,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-179-2023.pdf
Perú,2023-04-24,2023,7-5-M/103,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-183-2023.pdf
Perú,2023-04-27,2023,7-5-M/105,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-186-2023.pdf
El Salvador,2023-04-28,2023,MPOEA - OEA-063/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_063-2023.pdf
Perú,2023-05-16,2023,7-5-M/122,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-185-2023.pdf
Perú,2023-05-22,2023,7-5-M/127,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-188-2023.pdf
El Salvador,2023-05-24,2023,MPOEA - OEA-078/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_078-2023.pdf
Perú,2023-06-07,2023,7-5-M/140,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-203-2023.pdf
Perú,2023-06-09,2023,7-5-M/144,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-213-2023.pdf
Perú,2023-06-28,2023,7-5-M/155,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-223-2023.pdf
El Salvador,2023-06-30,2023,MPOEA - OEA-109/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_109-2023.pdf
Colombia,2023-07-04,2023,S-GTAJl-23-012668,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_S-GTAJl-23-012668.pdf
Perú,2023-07-14,2023,7-5-M/162,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-231-2023.pdf
Perú,2023-07-20,2023,7-5-M/163,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-230-2023.pdf
Ecuador,2023-07-27,2023,4-2-198/2023 y nota No. 4-2-199/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-198-2023.pdf
El Salvador,2023-07-28,2023,MPOEA - OEA-126/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_126-2023.pdf
Colombia,2023-08-01,2023,MCP/OEA/947/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_No_MCP-OEA-947-2023.pdf
Perú,2023-08-04,2023,7-5-M/176 y nota No. 7-5-M/177 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-229-2023.pdf
Chile,2023-08-08,2023,175-23,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_175-23.pdf
Perú,2023-08-08,2023,7-5-M/179 y nota No. 7-5-M/180 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-241-2023.pdf
Ecuador,2023-08-10,2023,4-2-203/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-203-2023.pdf
Ecuador,2023-08-14,2023,4-2-206/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-206-2023.pdf
Perú,2023-08-23,2023,7-5-M/185 y nota No. 7-5-M/186 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-240-2023.pdf
El Salvador,2023-08-29,2023,MPOEA - OEA-146/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_146-2023.pdf
Perú,2023-09-14,2023,7-5-M/203,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-239-2023.pdf
Perú,2023-09-20,2023,7-5-M/213,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-269-2023.pdf
Perú,2023-09-29,2023,7-5-M/223,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-273-2023.pdf
El Salvador,2023-10-03,2023,MPOEA - OEA-172/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_172-2023.pdf
Perú,2023-10-05,2023,7-5-M/229,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-272-2023.pdf
Ecuador,2023-10-11,2023,4-2-248/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-248-2023.pdf
Chile,2023-10-12,2023,274-23,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_274-23.pdf
Perú,2023-10-16,2023,7-5-M/239,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-279-2023.pdf
El Salvador,2023-10-31,2023,MPOEA - OEA-190/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_190-2023.pdf
El Salvador,2023-11-27,2023,MPOEA - OEA-208/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_208-2023.pdf
Perú,2023-12-01,2023,7-5-M/272 y Nota No. 7-5-M/273 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-278-2023.pdf
Perú,2023-12-07,2023,7-5-M/278 y Nota No. 7-5-M/279 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-282-2023.pdf
Perú,2023-12-12,2023,7-5-M/282,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-284-2023.pdf
Perú,2023-12-15,2023,7-5-M/283 y Nota No. 7-5-M/284 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-283-2023.pdf
El Salvador,2023-12-26,2023,MPOEA - OEA-222/2023,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_222-2023.pdf
Chile,2023-12-29,2023,345-23,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_345-23.pdf
Perú,2024-01-05,2024,7-5-M/005,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-128-2024.pdf
Ecuador,2024-01-09,2024,4-2-007/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-007-2024.pdf
Ecuador,2024-01-09,2024,4-2-004/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-004-2024.pdf
Perú,2024-01-12,2024,7-5-M/007 y Nota No. 7-5-M/008 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-127-2024.pdf
El Salvador,2024-01-17,2024,MPOEA - OEA-007/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_007-2024.pdf
Perú,2024-01-18,2024,7-5-M/011 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-137-2024.pdf
Perú,2024-01-31,2024,7-5-M/021 y Nota No. 7-5-M/022 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-140-2024.pdf
Perú,2024-02-01,2024,7-5-M/024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-139-2024.pdf
Chile,2024-02-06,2024,18-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_69-24.pdf
Perú,2024-02-07,2024,7-5-M/030,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-141-2024.pdf
Perú,2024-02-14,2024,7-5-M/033 y Nota No. 7-5-M/034 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-148-2024.pdf
El Salvador,2024-02-22,2024,MPOEA - OEA-024/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_024-2024.pdf
Perú,2024-03-06,2024,7-5-M/044 y Nota No. 7-5-M/045 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-147-2024.pdf
Chile,2024-03-07,2024,69-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_110-24.pdf
Ecuador,2024-03-08,2024,4-2-051/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-051-2024.pdf
El Salvador,2024-03-19,2024,MPOEA - OEA-038/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_038-2024.pdf
Perú,2024-04-04,2024,7-5-M/064,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-146-2024.pdf
Perú,2024-04-16,2024,7-5-M/074,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-145-2024.pdf
Perú,2024-04-18,2024,7-5-M/077,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-164-2024.pdf
Ecuador,2024-04-22,2024,4-2-090/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-090-2024.pdf
El Salvador,2024-04-24,2024,MPOEA - OEA-065/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_065-2024.pdf
Ecuador,2024-05-02,2024,4-2-098/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-098-2024.pdf
Perú,2024-05-03,2024,7-5-M/089 y Nota No. 7-5-M/090 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-169-2024.pdf
Chile,2024-05-03,2024,109-24 y Nota No. 110-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_109-24.pdf
El Salvador,2024-05-20,2024,MPOEA - OEA-075/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_075-2024.pdf
Ecuador,2024-05-23,2024,4-2-104/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-104-2024.pdf
Perú,2024-06-03,2024,7-5-M/103 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-172-2024.pdf
Perú,2024-06-05,2024,7-5-M/105 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-171-2024.pdf
Perú,2024-06-06,2024,7-5-M/106 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-170-2024.pdf
Perú,2024-06-11,2024,7-5-M/111,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-183-2024.pdf
El Salvador,2024-06-25,2024,MPOEA - OEA-102/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_102-2024.pdf
Ecuador,2024-07-03,2024,4-2-130/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-130-2024.pdf
Chile,2024-07-08,2024,160-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_160-24.pdf
Perú,2024-07-09,2024,7-5-M/125 y Nota No. 7-5-M/126 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-185-2024.pdf
Perú,2024-07-15,2024,7-5-M/127,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-190-2024.pdf
El Salvador,2024-07-19,2024,MPOEA - OEA-124/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_124-2024.pdf
Perú,2024-08-01,2024,7-5-M/137 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-196-2024.pdf
Perú,2024-08-02,2024,7-5-M/139 y Nota No. 7-5-M/140 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-195-2024.pdf
Perú,2024-08-06,2024,7-5-M/141 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-194-2024.pdf
Perú,2024-08-12,2024,7-5-M/145,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-193-2024.pdf
Ecuador,2024-08-12,2024,4-2-160/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-160-2024.pdf
El Salvador,2024-08-20,2024,MPOEA - OEA-138/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_138-2024.pdf
Perú,2024-09-03,2024,7-5-M/164 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-206-2024.pdf
Ecuador,2024-09-03,2024,4-2-172/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-172-2024.pdf
Perú,2024-09-05,2024,7-5-M/169 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-210-2024.pdf
Perú,2024-09-09,2024,7-5-M/170,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-209-2024.pdf
Chile,2024-09-12,2024,207-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_207-24.pdf
El Salvador,2024-09-17,2024,MPOEA - OEA-151/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_151-2024.pdf
Perú,2024-09-30,2024,7-5-M/183 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-219-2024.pdf
Perú,2024-10-02,2024,7-5-M/185 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-218-2024.pdf
Ecuador,2024-10-03,2024,4-2-194/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-194-2024.pdf
Perú,2024-10-04,2024,7-5-M/190 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-217-2024.pdf
Perú,2024-10-11,2024,7-5-M/193,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-222-2024.pdf
El Salvador,2024-10-21,2024,MPOEA - OEA-166/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_166-2024.pdf
Perú,2024-10-25,2024,7-5-M/206 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-233-2024.pdf
Perú,2024-11-01,2024,7-5-M/209 y Nota No. 7-5-M/210 con sus respectivos anexos,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-224-2024.pdf
Chile,2024-11-06,2024,236-24,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_236-24.pdf
Perú,2024-11-09,2024,7-5-M/217,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-227-2024.pdf
El Salvador,2024-11-18,2024,MPOEA - OEA-181/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_181-2024.pdf
Perú,2024-11-25,2024,7-5-M/222 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-234-2024.pdf
Perú,2024-11-28,2024,7-5-M/233 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-235-2024.pdf
Perú,2024-12-02,2024,7-5-M/224 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-239-2024.pdf
Perú,2024-12-03,2024,7-5-M/227 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-238-2024.pdf
Perú,2024-12-11,2024,7-5-M/235 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-247-2024.pdf
Perú,2024-12-11,2024,7-5-M/234 con su respectivo anexo,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-237-2024.pdf
Perú,2024-12-12,2024,7-5-M/237,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-246-2024.pdf
El Salvador,2024-12-23,2024,MPOEA - OEA-191/2024,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_191-2024.pdf
Perú,2024-12-27,2024,7-5-M/245,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-245-2024.pdf
Ecuador,2025-01-03,2025,4-2-002/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-249-2025.pdf
Chile,2025-01-08,2025,01-25,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_01-25.pdf
El Salvador,2025-01-16,2025,MPOEA - OEA-006/2025,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_El_Salvador_nota_No_012-2025.pdf
