pais,fecha,anio,nota_no,fuente,url_pagina,url_pdf,decreto,tipo,base_legal,causa,plazo_dias,alcance,derechos,ocr_chars
Guatemala,2020-04-29,2020,Ref. NV-OEA-M4-No.266-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_266-2020.pdf,Decreto No. 8-2020,estado de calamidad,,desastre/salud,,nacional,"Humanos, para hacer de su conocimiento que el 20 de abril de 2020, el Señor Alejandro Eduardo Giammattei Falla, Presidente de la República de Guatemala, decretó",16954
República Dominicana,2020-04-30,2020,MPRD-OEA 0491-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0491-2020.pdf,Decreto No. 154-20,estado de emergencia,Art. 128 Constitución,desastre/salud,,nacional,"Internacional —, en ocasión de hacer referencia a las Notas No",5516
República Dominicana,2020-04-30,2020,MPRD-OEA 0489-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0489-2020.pdf,Decreto No. 153-20,estado de emergencia,Art. 128 Constitución,desastre/salud,,nacional,"Internacional —, en ocasión de hacer referencia a las Notas No",5390
República Dominicana,2020-05-01,2020,MPRD-OEA 0496-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0496-2020.pdf,,estado de excepción,Art. 266 Constitución,desastre/salud; seguridad/crimen,,,"humanos citados en esta ley, debidamente ratificados, por conducto del Secretario General de las Naciones Unidas y del Secretario General de la Organización de",4893
Bolivia,2020-05-04,2020,MPB-OEA-NV102-20,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Bolivia_nota_No_NV102-20.pdf,Decreto Supremo N* 4196,,Art. 35 Constitución,desastre/salud,,nacional,Humanos remite a su conocimiento copia del D,9874
Suriname,2020-05-04,2020,PVOSA/SUR/191/20,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Suriname_nota_No_PVOSA-SUR-191-20.pdf,,state of emergency,,desastre/salud,,,,6968
Perú,2020-05-06,2020,7-5-M/049,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-049-2020.pdf,Decreto Supremo N2,estado de emergencia,Art. 2 Constitución,desastre/salud,,nacional,"Internacional- y tiene a bien informar que mediante Decreto Supremo N2 075-2020-PCM, publicado el 25 de abril de 2020, se ha dispuesto la prórroga del Estado de",19352
Colombia,2020-05-07,2020,MPC/OEA No. 591.1/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_591_1-2020.pdf,,estado de emergencia,Art. 2 Constitución,desastre/salud; seguridad/crimen,,nacional,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, acerca de la expedic",17071
Paraguay,2020-05-08,2020,292-20-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_292-20-MPP-OEA.pdf,DECRETO N* 3576,estado de emergencia,,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, textos de disposiciones emitidas por la Presidencia de la República del Paraguay en el marco de a",10287
Colombia,2020-05-13,2020,MPC/OEA No. 617/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_617-2020.pdf,,estado de emergencia,,,,,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",1274
Colombia,2020-05-14,2020,MPC/OEA No. 620/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_620-2020.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,nacional,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",15109
Ecuador,2020-05-16,2020,4-2-136/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-136-2020.pdf,Decreto Ejecutivo No. 1052,estado de excepción,Art. 1 Constitución,desastre/salud; orden público; seguridad estado,,nacional,"Internacional — y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, tiene a honra remitir para su",13106
Guatemala,2020-05-16,2020,NV-OEA-M4-318-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_NV-OEA-M4-318-2020.pdf,Decreto No. 90-97,estado de calamidad,,desastre/salud,,nacional,"Humanos, dicha nota comunica sobre las Disposiciones Presidenciales en caso de calamidad pública y Órdenes para el estricto cumplimiento, giradas el pasado 14 d",27091
República Dominicana,2020-05-18,2020,MPRD-OEA 0632-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0632-2020.pdf,Decreto No. 161-20,estado de emergencia,Art. 128 Constitución,desastre/salud,,nacional,"Internacional —, en ocasión de hacer referencia a las Notas núms",9987
Honduras,2020-05-18,2020,059/MPHOEA/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Honduras_nota_No_059-MPHOEA-2020.pdf,Decreto Legislativo No. 42-2020,,,desastre/salud; seguridad estado,,,"Internacional, con el objeto de informar, en cumplimiento del artículo 27, inciso 3 de la Convención Americana de los Derechos Humanos, el contenido del decreto",11391
Colombia,2020-05-18,2020,MPC/OEA No. 636/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_636-2020.pdf,,estado de emergencia,,desastre/salud,,,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",1387
Bolivia,2020-05-19,2020,MPB-OEA-NV108-20,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Bolivia_nota_No_NV108-20.pdf,DECRETO SUPREMO N* 4236,,Art. 21 Constitución,desastre/salud,,nacional,Humanos remite a su conocimiento copia del D,6768
Colombia,2020-05-21,2020,MPC/OEA No. 653/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_653-2020.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,nacional,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",16294
Colombia,2020-05-21,2020,MPC/OEA No. 650.1/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_650_1-2020.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,nacional,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",17840
Colombia,2020-05-22,2020,MPC/OEA No. 672/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_672-2020.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,nacional,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",16026
Colombia,2020-05-26,2020,MPC/OEA No. 674.1/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_674_1-2020.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,nacional,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",15421
Paraguay,2020-05-28,2020,324-20-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_324-20-MPP-OEA.pdf,Decreto N* 3442,estado de emergencia,,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, el texto de la última disposición emitida por la Presidencia de la República del Paraguay y otros",10595
Argentina,2020-05-29,2020,71,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Argentina_nota_No_71-2020.pdf,Decreto N* 260/20,,,desastre/salud,,,conforme a las leyes que reglamenten su ejercicio; a saber: de trabajar y ejercer toda industria lícita; de navegar y comerciar; de peticionar a las autoridades,12079
Colombia,2020-06-01,2020,MPC/OEA No. 697/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_697-2020.pdf,,estado de emergencia,,,,,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",1327
República Dominicana,2020-06-02,2020,MPRD-OEA 0763-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0763-2020.pdf,,estado de emergencia,Art. 128 Constitución,desastre/salud,,nacional,"Internacional —, en ocasión de hacer referencia a las Notas núms",6282
Guatemala,2020-06-03,2020,NV-OEA-M4-371-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_NV-OEA-M4-371-2020.pdf,,estado de sitio,,orden público,,nacional,"que la Constitución Política de la República de Guatemala determina y cuando el surgimiento de hechos graves que pongan en peligro el orden constitucional, la s",9808
Guatemala,2020-06-03,2020,NV-OEA-M4-368-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_NV-OEA-M4-368-2020.pdf,Decreto No. 5,estado de calamidad,,desastre/salud,,nacional,"Humanos, para hacer de su conocimiento que de conformidad a los Decretos Gubernativos No",14082
Panamá,2020-06-03,2020,PANA-OEA-7-151,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Panama_nota_No_7-151-2020.pdf,Decreto Ejecutivo No. 644,estado de emergencia,,desastre/salud,,nacional,"Internacional, en ocasión de hacer referencia a la nota PANA-OEA-7-121 del 25 de marzo de 2020, mediante la cual en cumplimiento del artículo 27, inciso 3 de la",5349
Colombia,2020-06-04,2020,MPC/OEA No. 724/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_724-2020.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,nacional,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, de conformidad con l",14687
Argentina,2020-06-08,2020,79,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Argentina_nota_No_79-2020.pdf,Decreto N* 297/20,,,desastre/salud,,nacional,consagrados por el artículo 14 de la CONSTITUCIÓN NACIONAL resultan ser pilares fundamentales de nuestro ordenamiento jurídico y están sujetos a limitaciones y,15610
Perú,2020-06-08,2020,7-5-M/054,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-054-2020.pdf,Decreto Supremo N* 094-,estado de emergencia,Art. 2 Constitución,desastre/salud,,nacional,"Internacional- y tiene a bien informar que mediante Decreto Supremo N* 094- 2020-PCM, publicado el 23 de mayo de 2020, se ha dispuesto la prórroga del Estado de",25179
Panamá,2020-06-08,2020,PANA-OEA-7-160,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Panama_nota_No_7-160-2020.pdf,Decreto Ejecutivo No. 644,,Art. 27 Constitución,desastre/salud,,nacional,"Internacional, en ocasión de hacer referencia a la nota PANA-OEA-7-151 del 3 de junio de 2020, mediante la cual en cumplimiento del artículo 27, inciso 3 de la",7101
Venezuela,2020-06-08,2020,MP-RBV/OEA 099-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Venezuela_nota_MP-RBV-OEA_099-2020.pdf,Decreto N* 4,estado de excepción,,desastre/salud; orden público,,,"Humanos (“Convención Americana”), a fin de informar por conducto suyo a los demás Estados partes, que el régimen usurpador e ilegítimo de Nicolás Maduro ha decr",13957
Colombia,2020-06-12,2020,MPC/OEA No. 727/2020 de fecha 5 de junio 2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Colombia_nota_MPC-OEA_No_727-2020.pdf,,estado de emergencia,Art. 215 Constitución,desastre/salud,,nacional,"Internacional, y atendiendo instrucciones de Presidencia de la República, y del Ministerio de Relaciones Exteriores, tiene a bien informar, sobre la finalizació",10750
República Dominicana,2020-06-14,2020,MPRD-OEA 0838-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0838-2020.pdf,,estado de excepción,Art. 128 Constitución,desastre/salud,,nacional,"Internacional —, en ocasión de hacer referencia a la Nota núm",10736
Paraguay,2020-06-15,2020,373-20-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_373-20-MPP-OEA.pdf,Decreto N* 3,estado de emergencia,,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, el texto de la última disposición emitida por la Presidencia de la República del Paraguay, en el",11287
Ecuador,2020-06-16,2020,4-2-162/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Ecuador_nota_No_4-2-162-2020.pdf,Decreto Ejecutivo No. 1074,estado de excepción,Art. 1 Constitución,desastre/salud; orden público,,nacional,"Internacional — y, en cumplimiento con lo establecido en el artículo 27, inciso 3, de la Convención Americana de Derechos Humanos, tiene a honra remitir para su",14236
Chile,2020-06-18,2020,52-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Chile_nota_No_52-2020.pdf,decreto N* 4,estado de excepción,Art. 41 Constitución,desastre/salud; seguridad estado,90,nacional,de libre circulación,11339
República Dominicana,2020-06-28,2020,MPRD-OEA 0919-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0919-2020.pdf,,,,,,,"Internacional, en ocasión a referirse a la Nota Núm",1620
Argentina,2020-06-30,2020,90,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Argentina_nota_No_90-2020.pdf,Decreto N* 297/20,,,desastre/salud,,nacional,consagrados por el artículo 14 de la CONSTITUCIÓN NACIONAL resultan ser pilares fundamentales de nuestro ordenamiento jurídico y están sujetos a limitaciones y,15318
República Dominicana,2020-07-01,2020,MPRD-OEA 0930-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Republica_Dominicana_nota_MPRD-OEA_0930-2020.pdf,,estado de emergencia,,desastre/salud,,,"Internacional —, en ocasión de hacer referencia a la Nota núm",2102
Bolivia,2020-07-01,2020,MPB-OEA-NV127-20,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Bolivia_nota_No_NV127-20.pdf,Decreto Supremo N* 4179,,Art. 35 Constitución,desastre/salud,,nacional,Humanos remite a su conocimiento copia del D,14535
Guatemala,2020-07-03,2020,NV-OEA-M4-485-2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Guatemala_nota_No_NV-OEA-M4-485-2020.pdf,Decreto No. 23-2020,estado de sitio,,desastre/salud; orden público,,nacional,"Humanos, para hacer de su conocimiento que de conformidad al Decreto Gubernativo No",17649
Paraguay,2020-07-06,2020,431-20-MPP-OEA,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Paraguay_nota_431-20-MPP-OEA.pdf,DECRETO N* 3780,estado de emergencia,,desastre/salud,,nacional,"Humanos, a fin de remitir en anexo para los fines pertinentes, el texto de la última disposición emitida por la Presidencia de la República del Paraguay, en el",9511
Honduras,2020-07-06,2020,066/MPHOEA/2020,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Honduras_nota_No_066-MPHOEA-2020.pdf,Decreto Legislativo No. 266-2013,,,desastre/salud,,,"Internacional, con el objeto de informar, en cumplimiento del artículo 27, inciso 3 de la Convención Americana de los Derechos Humanos, el contenido del decreto",7802
Perú,2020-07-10,2020,7-5-M/063,notif_oea_art27,,http://www.oas.org/es/sla/ddi/docs/tratados_multilaterales_suspencion_garantias_Peru_nota_No_7-5-M-063-2020.pdf,Decreto Supremo N* 116-2020,estado de emergencia,Art. 2 Constitución,desastre/salud,,nacional,"Internacional- y tiene a bien informar que mediante Decreto Supremo N* 116-2020-PCM, publicado el 26 de junio de 2020, se ha dispuesto la prórroga del Estado de",29204
